"Plekhg2"	4603.89040908555	3197.41328142345	2977.27326247296	1742.90138796144	2276.00228709038	1733.12601455796
"Plekhg3"	3687.7753990795	3473.7195498093	3200.72211712533	2793.34525910208	2606.85128419797	3247.45115292922
"Plekhg1"	7198.35674048012	5803.23054749701	5106.05119279891	2496.67763191884	2615.57106710131	2195.07319163257
"Plekhg6"	361.9980111038	378.719292656906	361.340610737842	358.154059427041	322.252854133219	436.967892313359
"4930592I03Rik"	35.188811067137	39.0717111204018	38.2405784410779	13.6065841613635	27.0580647675424	21.71347076866
"Plekhg4"	1670.48638063254	1190.379490125	1729.1947130348	1392.01077641648	2513.59613910403	1599.95417731362
"Plekhg5"	1936.15630953681	1625.32890416439	1889.23193566424	1936.47924640354	1996.96779805915	2046.67402910788
"Nsa2"	633.905591323978	582.473158575986	642.161878010508	818.300359144053	926.49442546297	824.264370050984
"Nampt"	4175.74283960538	4242.85182700084	4090.48629609349	4453.91174727535	5241.61855650445	5434.71424062042
"Ndc1"	3311.45284125529	3058.83956218328	2378.39924466402	1692.91694421955	1670.57740963541	2456.68724761239
"F930015N05Rik"	6.27471380658953	3.53292028073711	8.05071376267779	14.4812480748227	5.44698437245381	4.3890985753752
"4931406P16Rik"	4519.87505185448	4598.13487243133	3679.82570754852	4153.00744646936	2669.60733524805	3582.83617242751
"Vwf"	46.5657769118135	59.5683627430583	70.470684475173	185.28602657504	177.271963311705	396.35326283625
"Mier1"	5316.77768373647	5078.22606974422	5396.93995595849	4993.21265546257	5430.86774706986	5086.46877565876
"Mier2"	2418.01115289305	2117.36682495804	2044.235969972	1793.87706858588	2024.03018375769	2184.07105594193
"Mier3"	2424.3103355777	2343.91614744405	2293.84862966544	1907.3505446011	1955.93059947142	1790.38455235592
"Aqp11"	62.9932780998401	39.7041607706895	71.462222366957	44.8276612976568	112.220217311259	83.2295344360626
"1810010H24Rik"	45.7906732137831	51.5432474963052	58.3823197639559	92.5977031521544	81.0306721678898	79.99611945767
"Tubal3"	0	1.8855270458022	0.000519491617501117	0.0031983907605859	0.00614454021376182	0.00618469004841657
"Dag1"	23809.3819161614	22072.4898454824	23266.6284033116	19064.9703533814	19486.5370499918	18681.0248067646
"Myadm"	29549.4828118584	26408.7456288164	25455.8017177546	22786.9518840718	15850.5425531331	19488.038632788
"Gm15008"	0	0	0.00101346920580797	1.03807463747285	2.11095339775921	1.07452661196839
"Sacs"	1115.93184299876	1367.49419473052	909.888156837898	602.860832653349	524.520098343575	442.6098021403
"Zfp712"	227.771076553828	232.793889322464	313.02083885498	246.758341652967	337.226076107376	205.618563779782
"Zfp710"	1529.23793421582	1398.96178460855	1348.72865282299	916.232002778903	1106.10790143768	934.734461749363
"Zfp715"	1951.44403660674	1978.73444893986	2185.14470151258	2075.98569882447	1878.07958134052	1986.12921410298
"Mllt4"	13663.0308126779	13981.787194628	12127.5149019859	11580.360704995	9503.84554417769	10207.5804650677
"Mllt6"	5213.28333411229	4666.92072151661	4811.14641142398	4059.34088364252	4190.77233538286	4102.08890402798
"Zfp719"	1356.15591240405	1307.32243879337	1916.39873354954	1575.20532917679	1589.35150195375	1283.03441086137
"Mllt1"	8413.79540664764	7795.42649253684	7659.58807055789	6376.87368508096	6336.98031928682	7090.97690516447
"Mllt3"	4262.34278501824	4221.23548268492	3586.21757659863	2904.75527703209	3198.23679999464	2933.81268413557
"Btg4"	1.81384834509339	0	2.01165311812279	2.0724900804408	0.0225659486472922	2.14180586876673
"Btg3"	259.247540924823	306.191709371627	334.163897352171	356.052539769724	326.537602881729	418.548006909213
"Btg2"	11913.5871855306	13992.1864075076	5061.77906108545	5913.5802570981	2664.29006778099	1959.30438499874
"Btg1"	6722.5576394596	6561.42808090743	6765.79978337139	6350.81379181576	5344.43518757357	4884.24475904185
"Nupl1"	3508.49419055129	3732.83278016432	3420.14338883888	3453.39167443747	2959.3115976757	3709.34588773807
"Nupl2"	1022.08553108387	1052.78510990288	997.460031231569	1153.54437172859	1084.4433246266	1049.3213990504
"Hoxd3os1"	5.1629267464875	24.3326325594031	27.1833258355156	68.5809306570589	56.0766874444431	49.6717745176105
"Ttc30a2"	0.911099618429338	0	1.00557108407378	0.00473590325936915	0.00910221343882081	1.06785530889759
"Npat"	4358.66047826235	4352.57564981985	3805.63910082868	3028.65539462349	3413.40440924057	4138.80428705767
"Ttc30a1"	187.283048373874	200.231633489707	173.124788391807	194.693898677712	194.626099279036	227.116669977649
"Gga1"	6779.2837032205	6310.43077448039	6175.9850250322	6494.4881666805	5633.10624295723	6087.100244336
"Gga3"	2255.00198037389	2164.51391056008	2075.43595282381	1849.04295955151	1719.17044847107	1915.82580304914
"1700018C11Rik"	0	6.5178937820225	0.00304196700371184	1.06140838225446	5.30700598655428	1.12058000108229
"Sorbs1"	5430.39988556816	4734.0225730942	3814.69949433435	3634.56723753609	3115.03824649782	3830.55643950172
"Sorbs3"	2545.79510946048	2057.46930956165	3467.43908822352	2568.44662707712	3277.03318016409	1951.60567397285
"Sorbs2"	33550.7186991246	26521.132918028	21262.6584092214	15235.7762585174	17900.4514755076	15853.3519025374
"Tshz3"	771.79303542098	721.190367282211	698.523453906237	546.633554974997	749.259356549641	784.245375215951
"Murc"	4138.76354709606	4438.51534171046	4761.83243651471	6876.52562282721	5489.25580039066	6178.97455118098
"Arhgef28"	1550.55964300499	2350.19635631012	2286.80735452974	4129.96611028664	1473.82451754802	2744.38777594814
"Arhgef25"	12417.5262557966	10447.258128779	13122.957446124	11016.0871210392	14644.7990832779	10619.7249409896
